asin,category,query,name,product_category,instruction_text,attributes,goal_options,weight
B08N4YVGBG,garden,decorative pillows,"Ambesonne Burnt Orange Decorative Throw Pillow Case Pack of 4, Vintage Mosaic Pattern with Burnt Floral Curve Feature Abstract Graphic, Cushion Cover for Couch Living Room Car, 18"", Black Orange","Home & Kitchen › Bedding › Decorative Pillows, Inserts & Covers › Throw Pillow Covers",i am looking for brown black throw pillow case that is double sided and super soft,"['double sided', 'super soft']",['brown black'],1
B074TYK1HT,beauty,deodorants & antiperspirants,"Vanicream Anti-Perspirant - Deodorant Clinical Strength For Sensitive Skin, 2.25 Oz Pack of 3",Beauty & Personal Care › Personal Care › Deodorants & Antiperspirants › Antiperspirant Deodorant,let me get an anti perspirant deodorant for sensitive skin,"['anti perspirant', 'sensitive skin']",[],1
B0791RWM8M,beauty,mouthwash,"Herbal Choice Mari Natural Toothgel, Ginger; 4floz",Beauty & Personal Care › Oral Care › Toothpaste,i need a 3.4 fl oz glass bottle of toothgel that is plant based and made of fennel & baking soda,['plant based'],"['fennel & baking soda', '3.4 fl oz glass bottle']",1
B0736R9BM2,electronics,headphones,"New bee Bluetooth Earpiece V5.0 Wireless Handsfree Headset 24 Hrs Driving Headset 60 Days Standby Time with Noise Cancelling Mic Headsetcase for iPhone Android Samsung Laptop Truck Driver, Gold",Cell Phones & Accessories › Accessories › Single Ear Bluetooth Headsets,i am looking for gold noise cancelling headphones,['noise cancelling'],['gold'],1
B08R9Y462N,beauty,bath & bathing accessories,"GATOOKO 30''x4.7'' Soft Silicone Back Scrubber for Shower,Massage Spa Bath Towel, Powerful Double-sided Back Horny Rubbing Body Brush (30''x4.7'', purple)",Beauty & Personal Care › Personal Care › Bath & Bathing Accessories › Bathing Accessories › Bath & Body Brushes,"i am looking for a powerful, double sided, silicone back scrubber in the color orange",['double sided'],['orange'],1
B07GDSVW8B,grocery,chips & crisps,SimplyProtein Crunchy Chips (Sea Salt & Cracked Pepper). Crunchy Vegan Chips made with Plant-Based Pea Protein (Two 6 Packs).,Grocery & Gourmet Food › Snacks & Sweets › Snack Foods › Chips & Crisps › Vegetable,"i'd like to order some barbecue flavored veggie crisps. look for low fat, non gmo, and plant based snacks","['plant based', 'low fat', 'non gmo']",['barbecue'],1
B002G9MMOA,fashion,women's pants,Landau Essentials Relaxed Fit 2-Pocket Elastic Scrub Pants for Women 8327,"Clothing, Shoes & Jewelry › Women › Uniforms, Work & Safety › Clothing › Medical › Scrub Bottoms",i want navy landau essentials straight leg scrub pants,['straight leg'],['navy'],1
B09NSDTJQ5,electronics,lenses,"[2+2Pack] Galaxy S22 Ultra Screen Protector,Contain 2Pack Camera Lens Protector, Fingerprint Unlock 9H Hardness HD Tempered Glass [Full Coverage] [No Bubbles] [3D Touch] for Samsung Galaxy S22 Ultra","Cell Phones & Accessories › Accessories › Maintenance, Upkeep & Repairs › Screen Protectors","i want to find an s22 ultra 2+2 screen protector that's easy to install, and it needs to be made of tempered glass","['ultra hd', 'easy install', 'glass screen', 'tempered glass']",['s22 ultra 2+2'],1
B09R9M7B76,fashion,"women's tops, tees & blouses",Tintwwg Women's Funny Letter/Graphic T Shirt Blouse Short Sleeve Summe Causal Loose Round Neck Vacation Tops Tees,"Clothing, Shoes & Jewelry › Women › Clothing › Tops, Tees & Blouses › Blouses & Button-Down Shirts",i'm looking for dark gray button down short-sleeve shirts,"['short sleeve', 'everyday wear']",['a-dark gray'],1
B08BZF2945,fashion,women's shorts,FASKUNOIE Women's Comfy Casual Drawstring Shorts Cotton Linen Elastic Ruflle Hem Summer Shorts with Pockets,"Clothing, Shoes & Jewelry › Women › Clothing › Shorts › Casual",buy some gray machine washable shorts,['machine wash'],['gray'],1
B097161249,electronics,screen protectors,Amazon Basics Premium Smartphone Tempered Glass Screen Protector for iPhone 13 Pro Max,"Cell Phones & Accessories › Accessories › Maintenance, Upkeep & Repairs › Screen Protectors",order a tempered glass screen protector for my iphone 13,"['glass screen', 'tempered glass']",[],1
B09D6TKG55,electronics,pc,"ASUS PN41 Fanless MiniPC Barebone with Intel 11th gen Dual Core Celeron N4500, Support Dual 4K, WiFi, Bluetooth 5, VESA Mount",Electronics › Computers & Accessories › Computers & Tablets › Desktops › Minis,i need a high speed asus pn41 fanless minipc barebone with intel 11th gen dual core celeron n4500 that also has a bluetooth,['high speed'],[],1
B092T4BLQM,garden,candles,"DALANG Scented Candles, Anxiety Reducer Jasmine, Rose, Vanilla, Bergamot, fig, Lavender, Lemon, Spring,Strawberry, Rosemary, Aromatherapy Organic Massage Candles - 20 Pack",Health & Household › Health Care › Alternative Medicine › Aromatherapy › Candles,i want dalang soy wax scented candles,['soy wax'],[],1
B071XHWM4Z,beauty,styling products,"REECHO 20"" 1-pack 3/4 Full Head Curly Wave Clips in on Synthetic Hair Extensions Hair pieces for Women 5 Clips 4.5 Oz Per Piece - Jet Black","Beauty & Personal Care › Hair Care › Hair Extensions, Wigs & Accessories › Hair Extensions",i want light purple synthetic hair extensions,['synthetic hair'],['light purple'],1
B09MYF5VVL,grocery,toothpicks,"25pcs Superhero Cake Toppers Cupcake Toppers,Superhero Birthday Party Supplies Cake Decorations For the Superhero party decoration","Grocery & Gourmet Food › Pantry Staples › Cooking & Baking › Frosting, Icing & Decorations › Cupcake Toppers",i need cupcake toppers for a birthday party,['birthday party'],[],1
B08QDPGHBL,grocery,snack crackers,"Catalina Crunch Fruity Flavor Keto Cereal 4 Pack (8oz Bags) | Low Carb, Sugar Free, Gluten Free, Grain Free | Keto Snacks, Vegan, Plant Based Protein | Breakfast Protein Cereal | Keto Friendly",Grocery & Gourmet Food › Breakfast Foods › Cereals › Cold Cereals,"i want to buy a 9 ounce, maple waffle flavored keto friendly snack that is sugar and grain free","['keto friendly', 'sugar free', 'grain free']","['maple waffle', '9 ounce (pack of 8)']",1
B07ZTTZP5N,grocery,chips & crisps,"Spicy Tempura Seaweed Snacks by Nora | Asian Snack | Low-Sugar, Vegan, Non-GMO Verified | 6-Pack",Grocery & Gourmet Food › Snacks & Sweets › Snack Foods › Seaweed Snacks,"i am looking for a low sugar, non gmo seaweed snacks of  1.13 ounce (pack of 6) size","['low sugar', 'non gmo']",['1.13 ounce (pack of 6)'],1
B08BY8BWNB,grocery,toothpicks,36 PJ Masks Cupcake Toppers Party Supplies Party Favors Rings from Blue Fox Baking,"Grocery & Gourmet Food › Pantry Staples › Cooking & Baking › Frosting, Icing & Decorations › Cupcake Toppers",i'm looking for a party supplies of birthday party cupcake,['birthday party'],[],1
B00QTUCVAM,garden,kitchen islands,"Kadence Brushed Nickel Chandelier 23 1/4"" Wide Modern Opal Frosted Glass 5-Light Fixture for Dining Room House Foyer Kitchen Island Entryway Bedroom Living Room - Possini Euro Design",Tools & Home Improvement › Lighting & Ceiling Fans › Ceiling Lights › Chandeliers,i would like a chandelier for my dining room,['dining room'],[],1
B08S77S42N,electronics,underwater photography,"9x16 FT Fish Vinyl Photography Backdrop,Rounded Different Size Type Fish Motifs Underwater World Exotic Fauna Gills Design Background for Baby Birthday Party Wedding Graduation Home Decoration",Electronics › Camera & Photo › Lighting & Studio › Photo Studio › Backgrounds,i need a light weight printed backdrop to use with digital photography. it should be 8 by 12 feet in size,"['light weight', 'digital photography']","['printed backdrop 02', '8x12 ft']",1
B0815YKZSP,garden,desk chairs,"Yaheetech 2pcs Ergonomic Mesh Office Chairs, Computer Chair with Lumbar Support & 360° Rolling Casters 276lb Weight Capacity, Mid-Back Height Adjustable Task Chairs Red",Home & Kitchen › Furniture › Home Office Furniture › Home Office Chairs › Home Office Desk Chairs,i would like to buy some orange office chairs that have great lumbar support,['lumbar support'],['orange'],1
B003VMVL0M,grocery,food & beverage gifts,"Land O Lakes Cocoa Classics, Irish Crème & Chocolate Hot Cocoa Mix, 1.25-Ounce Packets (Pack of 36)","Grocery & Gourmet Food › Beverages › Coffee, Tea & Cocoa › Cocoa",i am looking for a 1.25 ounce (pack of 36) of rich creamy cocoa,['rich creamy'],['1.25 ounce (pack of 36)'],1
B08LV7ZHBM,garden,ottomans,"Asense Tufted Linen Storage Ottoman with Tray, Storage Square Cube Ottoman Footstool Footrest Seat",Home & Kitchen › Furniture › Accent Furniture › Ottomans,i am looking for an easy to assemble blue ottoman for my living room,"['easy assemble', 'living room']",['blue'],1
B09FY2C67G,garden,home office furniture sets,"Farm Style Ceramic Drink Coasters Set of 6 with Holder - Tabletop Protection for Any Table Type - Cork Base Coaster for Home Office Bar, Vitage Truck with Sunflower Sunglasses Cow",Home & Kitchen › Kitchen & Dining › Dining & Entertaining › Bar Tools & Drinkware › Bar Tools › Coasters,looking for ceramic drink coasters that is set of 6 with cup holder,['living room'],['set of 6 with cup holder'],1
B09DGRX9H8,grocery,milks & creams,"Theo Chocolate Holiday Milk & Cookies Organic Milk Chocolate Bar, 45% Cacao, 6 Pack | Fair Trade",Grocery & Gourmet Food › Snacks & Sweets › Chocolate › Candy & Chocolate Bars,i want a non gmo soy free certified organic gift pack of candy and chocolate bar of holiday variety pack size :3 ounce,"['soy free', 'certified organic', 'non gmo']","['holiday variety pack', '3 ounce (pack of 12)']",1
B09KX93DS7,electronics,bluetooth headsets,"Active Noise Cancelling Wireless Earbuds, ANC Bluetooth 5.1 Headphones Built-in 4 Mics for Clear Calls, 24H Playtime, IPX6 Waterproof, Deep Bass Sound in-Ear Earphones Headset for iPhone Android Pink",Electronics › Headphones › Earbud Headphones,i would like some pink noise cancelling earbuds that work with my iphone,"['noise cancelling', 'compatible apple']",['pink'],1
B08Q7W5HZ9,electronics,television accessories,Coaxial Cable 20ft (2 Pack) - Triple Shielded RG6 Coax TV Cable Cord in-Wall Rated Gold Plated Connectors Digital Audio Video with Male F Connector Pin (White) - 20 Feet,Electronics › Accessories & Supplies › Audio & Video Accessories › Cables & Interconnects › Video Cables › F-Pin-Coaxial Tip,i want to find a two-pack of white coaxial cables that are plated with gold,"['gold plated', 'coaxial cable']","['white', '2']",1
B0865SKG5G,fashion,men's athletic shoes,Feethit Mens Slip On Running Shoes Breathable Lightweight Comfortable Fashion Non Slip Sneakers for Men,"Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Running › Road Running","please show me a black white 05 sneaker for man. i'm looking for a sneaker for men with synthetic sole, size 9.5",['synthetic sole'],"['black white 05', '9.5']",1
B01MG1FQBW,garden,mattresses,Orthosleep Products 10 Inch Flipable Double Sided Memory Foam & High Density Foam Mattress (Olympic Queen),Home & Kitchen › Furniture › Bedroom Furniture › Mattresses & Box Springs › Mattresses,i'm looking for a high density memory foam mattress in full size,"['high density', 'memory foam']",['full'],1
B08VFHCPBR,garden,bedroom sets,"AILONEN Gamer Bedding Sets for Boys, Gaming Duvet Cover Set Twin Size,Boys Video Games Comforter Cover,Playstation Designs Bed Set for Teen Boys Bedroom,Gamepad Controller,3 Piece with 2 Pillow Shams",Home & Kitchen › Bedding › Kids' Bedding › Duvet Covers & Sets › Duvet Cover Sets,i want a twin size comforter for boys with a video game theme. pick a full size one,['twin size'],['full'],1
B0784JSQ6G,grocery,lighters & matches,Hatcher lee Bling Crystal 21 Birthday Cake Topper - Best Keepsake | 21st Party Decorations Silver,"Grocery & Gourmet Food › Pantry Staples › Cooking & Baking › Frosting, Icing & Decorations › Cake Toppers",i need a birthday cake topper that is gold,['birthday cake'],['25-gold'],1
B07K4WQXB8,fashion,women's sweaters,AELSON Women's Faith Hoodies Casual Long Sleeve High Neck Sweatshirts Loose Pullover Tops with Pocket,"Clothing, Shoes & Jewelry › Women › Clothing › Fashion Hoodies & Sweatshirts",i am looking for a 3 pink long sleeve fashion hoodies & sweatshirts,['long sleeve'],['3 pink'],1
B081J14LT6,garden,wall art,Smile Art Design Custom Metal Print with Your Photos Personalized Photo 3 Images Collage Picture Custom Photo Prints Personalized Gifts for Men Wedding Gift Bridal Decorations - 8x12 inches,Home & Kitchen › Wall Art › Posters & Prints,i need a custom metal print poster for my living room,['living room'],['custom metal print h17'],1
B08H5CDKPM,electronics,chargers,"ESR Wireless Charger, 15W Fast Wireless Charging Pad Compatible with iPhone 12/12 Mini/12 Pro Max/SE, 11/11 Pro Max/XR/XS/XS Max/8 Plus, Samsung Galaxy S20, Pixel 4, LG V50, AirPods Pro (No Adapter)",Cell Phones & Accessories › Accessories › Chargers & Power Adapters › Wireless Chargers,i'm looking for fast wireless charger for iphone 12,['fast charging'],[],1
B09PBC1QH4,beauty,"hair extensions, wigs & accessories",Satin Bags for Packaging Hair Extensions Bundles Wigs Soft Silk Pouches with Drawstring for Hair Tools Storage Bags 4pcs,Beauty & Personal Care › Tools & Accessories › Bags & Cases › Cosmetic Bags,i am looking for a water resistant cosmetic bag,['water resistant'],[],1
B077D5N474,fashion,men's mules & clogs,QISHENG Men's Women Mules Clogs Slip On Garden Shoes Fur Lined Slides Flip Flops Warm Winter Slipper,"Clothing, Shoes & Jewelry › Men › Shoes › Mules & Clogs",i'm looking for fur lined vinyl slippers,"['ethylene vinyl', 'vinyl acetate', 'faux fur']",['9.5 women | 8 men'],1
B097NGDB64,fashion,men's pants,BARCO Grey's Anatomy Men's Evan Scrub Pant,"Clothing, Shoes & Jewelry › Men › Uniforms, Work & Safety › Clothing › Medical › Scrub Bottoms",i need a x-large machine washable men's evan scrub pant in ceil color,['machine washable'],"['ceil', 'x-large']",1
B07ZZRTSKM,fashion,"women's coats, jackets & vests",Columbia Women's Give and Go Ii Full Zip Fleece Jacket,"Clothing, Shoes & Jewelry › Women › Clothing › Coats, Jackets & Vests › Active & Performance › Fleece",i would like a large navy penn state nittany lions fleece jacket made from quality materials,['quality materials'],"['um - collegiate navy', 'large', 'penn state nittany lions']",1
B09PV4HGFN,electronics,underwater photography,Green Forest Natural Scenery Photography Background Landscape Portrait Photo Background Studio Props A17 9x6ft/2.7x1.8m,Electronics › Camera & Photo › Lighting & Studio › Photo Studio › Backgrounds,"searching in the photo studio, i am looking for green forest natural scenery landscape portrait background studio prop that is of high resolution and definition.  the approximate size is 9x6ft|2.7x1.8m","['high resolution', 'high definition']",['9x6ft | 2.7x1.8m'],1
B01FGHY04I,garden,dining tables,"Unique Loom Del Mar Collection Area Rug-Transitional Inspired with Modern Contemporary Design, Rectangular 9' 0 x 12' 0, Gray/Ivory","Home & Kitchen › Home Décor Products › Rugs, Pads & Protectors › Area Rugs",i would like a beige rectangular rug that is 10' 0 x 13' 0 and is easy to clean,['easy clean'],"[""rectangular 10' 0 x 13' 0""]",1
B075F5CV2W,garden,ottomans,"MJL Furniture Designs Blake Collection Square Ottoman, Lagoon",Home & Kitchen › Furniture › Accent Furniture › Ottomans,i need a mouse colored ottoman in a contemporary design,['contemporary design'],['mouse'],1
B07C9JGB4L,grocery,alcoholic beverages,"Maine Root Hand Crafted Ginger Brew Soda, 12 fl oz (12 Glass Bottles)","Grocery & Gourmet Food › Beverages › Bottled Beverages, Water & Drink Mixes › Soft Drinks","i want you to help me find maine root handmade ginger soda, 12 fl oz (12 glass bottles) i'm having a hard time finding certified organic. i hope you succeed",['certified organic'],"['mexicane cola', '12 pack']",1
B01JFYGXAM,beauty,makeup sets,"KARADIUM Shining Pearl Smudging Eye Shadow Stick, 1.4 g, #10 Reddish Pink",Beauty & Personal Care › Makeup › Eyes › Eyeshadow,"i'm looking for easy to use shinning pearl smudging eye shadow stick that's 1.4g. also, choose the reddish pink one",['easy use'],[],1
B09QV7VDBX,electronics,cell phones,"Diverbox for Galaxy S22 Ultra Case [Shockproof] [Dropproof] [Dust-Proof],Heavy Duty Protection Phone Case Cover for Samsung Galaxy S22 Ultra (Blue)","Cell Phones & Accessories › Cases, Holsters & Sleeves › Basic Cases",i am looking for a black color dust proof and heavy duty protection phone case cover for samsung galaxy s22,"['heavy duty', 'dust proof', 'case cover']",['black'],1
B082WJ54KG,fashion,men's jackets & coats,Seidarise Men's Kimono Traditional Japanese Clothing Male Cardigan Noragi Jacket Yukata Coat Haori,"Clothing, Shoes & Jewelry › Men › Clothing › Sleep & Lounge › Robes",i'm looking for a haori jacket that's machine wash and comes in black. i need a size extra small,['machine wash'],"['s-black', 'x-small']",1
B07D1CBVXY,beauty,"foot, hand & nail care",Mantello Foot Soaking Bath Basin - EXTRA LARGE Foot Soaking Tub - Pedicure Foot Soak - Home Foot Spa (Blue),"Beauty & Personal Care › Foot, Hand & Nail Care › Tools & Accessories › Foot Baths & Spas",i am looking for a heavy duty foot soaking tub for dead skin removal. also choose blue one,"['heavy duty', 'dead skin']",['blue'],1
B01APTZH1W,beauty,eyes care,"Nature's Truth Cold Pressed Skin Care Base Oil, Avocado, 4 Fluid Ounce",Beauty & Personal Care › Skin Care › Body › Moisturizers › Oils,i would like to get a paraben free oil moisturizer,['paraben free'],[],1
B0040O4ETU,grocery,grocery cookies,Trader Joe's Belgian Butter Waffle Cookies (4 Pack),Grocery & Gourmet Food › Breads & Bakery › Cookies › Butter,i would like a pack of butter cookies from trader joe,['trader joe'],[],1
B08SCFN6ZG,grocery,puffed snacks,Thousand Lakes Freeze Dried Fruits and Vegetables - Whole Peas 2-pack 3.5 ounces (7.0 ounces total) | 100% Peas | No Salt Added | No Preservatives,Grocery & Gourmet Food › Produce › Dried Fruits & Vegetables › Dried Vegetables,i'm looking for freeze dried  gluten free sliced strawberries and fresh vegetables,"['freeze dried', 'gluten free']",['sliced strawberries'],1
B08JTZ145X,electronics,headphones,"USB Headset with Microphone Noise Cancelling, Stereo Computer Headphones for PC Laptop SoftPhone Skype Business Call Center Office, Audio Controls, Crystal Clear Chat, Ultra Comfort",Electronics › Computers & Accessories › Computer Accessories & Peripherals › Audio & Video Accessories › Computer Headsets,i am looking for a usb headset with built-in microphone and noise cancelling feature,['noise cancelling'],[],1
B0995Z55M4,fashion,men's athletic shoes,Fila mens At Peake 23,"Clothing, Shoes & Jewelry › Men › Shoes › Athletic › Running › Road Running",i'm looking for mens peake 23 from fila,['ethylene vinyl'],['black | black | metallic silver'],1
B0744K87NJ,garden,mattresses,"Modway Corinne Full Bed Frame in Gray with Modway Aveline 6"" Gel Infused Memory Foam Full Mattress With CertiPUR-US Certified Foam","Home & Kitchen › Furniture › Bedroom Furniture › Beds, Frames & Bases › Beds",i am interested in buying a steel bed frame with memory foam,"['memory foam', 'steel frame']",[],1
B09KXLDQT4,beauty,orthodontic supplies,"Teeth Model, Orthodontic Model, Malocclusion Model Treatment Malocclusion for Education Study Teach",Beauty & Personal Care › Oral Care › Orthodontic Supplies,i want to find an orthodontic model that is portable and easy to carry so i can use it to teach oral hygiene,"['easy carry', 'oral hygiene']",[],1
B079CG8RX2,beauty,refillable containers,"24 Pack (1 Oz/30ml) Screw Top Round Aluminum Tin Cans, Metal Tin Storage Jar Containers with Screw Cap for Lip Balm, Cosmetic, Candles, Salve, Make Up, Eye Shadow, Powder, Tea",Beauty & Personal Care › Tools & Accessories › Bags & Cases,i would like 24 packs of 60ml eye shadow,['eye shadow'],"['2 oz | 60ml', '1 ounce (pack of 24)']",1
B09CQ2QHHT,beauty,hair loss products,Easyouth Kinky Curly Tape in Hair Extensions Real Remy Human Hair Natural Black Tape in Extensions Double Sided Tape ins Skin Weft for Woman 16 Inch 50g 20 Pieces,"Beauty & Personal Care › Hair Care › Hair Extensions, Wigs & Accessories › Hair Extensions",i am looking for 1 pack of 14 inch tape in hair extensions,['hair extensions'],['14 inch (pack of 1)'],1
B07NDJHPMJ,grocery,deli & prepared foods,"Mrs. Renfros Ghost Pepper Nacho Cheese Dip Gluten-free (16-oz. jars, 2-pack)","Grocery & Gourmet Food › Snacks & Sweets › Snack Foods › Salsas, Dips & Spreads › Dips & Spreads › Processed Cheese",i'm looking for a 1 pound package of low calorie nacho cheese dip,['low calorie'],['1 pound (pack of 1)'],1
B09PBV93P6,beauty,children's dental care,"Dallinaop Toothbrush Baby Brush Silicone Panda Shell U-shaped Toothbrush 2-12 Years Old, U-shaped Cool Children's Toothbrush For Teeth Whitening(Pink)",Baby Products › Baby Care › Health › Toothbrushes,i want to buy a toothbrush for sensitive teeth,['sensitive teeth'],[],1
B08M9MHZHQ,garden,pendants and chandeliers,"Farani 12.6"" Flush Mount Ceiling Light, 2 Lights Wood Beaded Boho Chandelier, White Farmhouse Ceiling Light for Entryway, Bedroom, Livingroom, Office, Hallway",Tools & Home Improvement › Lighting & Ceiling Fans › Ceiling Lights › Close To Ceiling Lights,i'm looking for an easy to install living room celling light with a 2-light capacity,"['easy install', 'living room']",['2-light'],1
B0834W3CG9,garden,book cases,"BOOK CASE Bookshelf Simple Desktop Small Bookshelf Rack Office Desk Storage Dormitory Bookcase FANJIANI (Color : One Layer, Size : 70cm)",Home & Kitchen › Furniture › Home Office Furniture › Bookcases,i am looking for a 2 layer small bookshelf for my living room,['living room'],['two layers'],1
B09GBKX685,electronics,cell phones,"Alcatel 1 (2021) 4G LTE Unlocked 5 inch 5MP Flash 5033E Quad Core Factory Unlocked Worldwide (NOT VERIZON Boost Cricket) Desbloqueado Android 11 (16GB, Volcano Black)",Cell Phones & Accessories › Cell Phones,i'm looking for a 4g-lte blue 16gb unlocked alcatel 1 5in quad core,['4g lte'],"['blue', '16gb']",1
B09LM1WPPS,grocery,toothpicks,Ercadio 24 Pack Hello 2022 Cupcake Toppers Glitter Cheers to 2022 Cupcake Picks Happy New Year Cupcake Toppers Decoration for New Year Party Supplies Rose Gold,"Grocery & Gourmet Food › Pantry Staples › Cooking & Baking › Frosting, Icing & Decorations › Cupcake Toppers",i'm looking for made a cup cakes for birthday parties,"['cupcake picks', 'birthday party']",['rose gold hello 2022'],1
B07RQ7VQ8V,fashion,men's dress shirts,SLIMBELL Men's Compression Shirt Undershirt Slimming Tank Top Workout Vest Abs Abdomen Slim Body Shaper,"Clothing, Shoes & Jewelry › Men › Clothing › Underwear › Undershirts","i am looking for a light weight medium size body shaper for men. also, i prefer a white colored one",['light weight'],"['white (with tummy folds)', 'medium']",1
B09CV289F8,fashion,men's tuxedo shirts,YHAIOGS Mens Shirts Short Sleeve Button Down Colorful Stripe Summer Loose Buttons Casual Blouse Hawaiian Shirts,Sports & Outdoors › Sports › Golf › Gloves,i am looking for a yellow short sleeve men's hawaiian shirt,['short sleeve'],['yellow'],1
B0032HM6JG,electronics,bluetooth headsets,"Panasonic Comfort Fit Headset for TCA Series Cordless Landline Phones, Foldable Headset with Flexible Noise-Cancelling Microphone and Volume Control, 2.5 mm Plug, Grey/Silver KX-TCA430",Electronics › Computers & Accessories › Computer Accessories & Peripherals › Audio & Video Accessories › Computer Headsets,i am looking for a noise cancelling headset,['noise cancelling'],[],1
B072J9W4R9,electronics,binoculars & scopes,"Vanguard VEO 2 235CB Carbon Fiber Travel Tripod with VEO 2 BH-50 Ball Head for Sony, Nikon, Canon, Fujifilm Mirrorless, Compact System Camera (CSC), DSLR",Electronics › Camera & Photo › Tripods & Monopods › Complete Tripods,i want a vanguard veo 2 204ab black carbon fiber tripod,['carbon fiber'],[],1
B09Q2TDFWV,electronics,playstation,PS3 Controller Wireless Bluetooth PlayStation 3 Remote with Charger Cable (White+Blue),Video Games › Legacy Systems › PlayStation Systems › PlayStation 3 › Accessories › Controllers › Gamepads & Standard Controllers,i am looking for a blue and green bluetooth wireless ps3 controller with a charger cable,['wireless bluetooth'],['blue+green'],1
B00YOSJ4B0,beauty,eyes makeup,"Beauticom 3G/3ML Round Clear Jars with Screw Cap Lids for Powdered Eyeshadow, Mineralized Makeup, Cosmetic Samples - BPA Free (Quantity: 100pcs)",Beauty & Personal Care › Tools & Accessories › Bags & Cases,i am looking for a high quality 3g/3ml round clear jar with bpa free. also choose green color and size with 50 jars,"['bpa free', 'high quality']","['green', '50 jars']",1
B01J5UC1Q6,beauty,face makeup,"Luminess Air Silk 4-in-1 Airbrush Foundation – Shade 040, 0.25 oz (COMINE3013823)",Beauty & Personal Care › Makeup › Face › Foundation,i would like a 0.25 fluid ounces of oil free 090 foundation,['oil free'],"['090', '0.25 fl oz (pack of 1)']",1
B0876G2J22,beauty,"foot, hand & nail care",H&B 180ml tube Dead Sea Minerals Moisturizing and Nourishing Cream by Bethlehem Gifts TM (Multi-Vitamin Anti-Crack Foot with Argan Oil),Beauty & Personal Care › Skin Care › Body › Moisturizers › Lotions,looking for moisturizing and nourishing cream with multi-vitamin anti-crack foot with argan oil,['argan oil'],['multi-vitamin anti-crack foot with argan oil'],1
B07M754CQY,beauty,hair loss products,Full Shine 14 Inch Short U Part Wigs Remy Brazilian Hair Straight Hair Piece Color 1 Jet Black 120 Gram Natural Hair Half Wigs With Clip Ins Invisible Clip In U Shape Wigs,"Beauty & Personal Care › Hair Care › Hair Extensions, Wigs & Accessories › Hair Extensions",i am looking a light brown natural hair  extention  20 inch long,['natural hair'],['20 inch'],1
B089GY4SGR,garden,storage benches,Ulax Furniture Outdoor Patio Wicker Storage Bench Box with Cushion (Beige),"Patio, Lawn & Garden › Outdoor Storage & Housing › Deck Boxes",i am looking for steel framed storage bench box. please choose red one,['steel frame'],['red'],1
B08CMXQJZC,fashion,men's casual button-down shirts,LA LEELA Men's Casual Beach Front Pocket Hawaiian Shirts,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Casual Button-Down Shirts",find me a quick drying hawaiin shirt with short sleeves and a front pocket. get me a large size,"['quick drying', 'short sleeve']",['large'],1
B01K0PGUKI,electronics,home theater systems,"Elite Screens Manual Series, 142-INCH 16:9, Pull Down Manual Projector Screen with AUTO LOCK, Movie Home Theater 8K / 4K Ultra HD 3D Ready, 2-YEAR WARRANTY, M142UWH2, 16:9, Black",Electronics › Television & Video › Projection Screens,i am looking for a pull down manual projector screen with aspect ratio 16:10 and ultra hd. also easy to install,"['ultra hd', 'easy install']","['16:10, aspect ratio']",1
B00T2JY6MS,electronics,chargers,UpBright AC/DC Adapter Compatible with Segway Ninebot eKickScooter Zing E8 E10 E12 Kids Electric Kick Scooter 21.6V 21.6 VDC 21.6VDC Model NB-25D2-00D8-US NB-25D2-00D8US Power Supply Battery Charger,Electronics › Power Accessories › AC Adapters,i want a water resistant upbright ac/dc adapter compatible with segway ninebot,['water resistant'],[],1
B08Y69MKT8,electronics,cell phones,"USB C to USB C Cable 60W 4-Pack[10ft+6.6ft+3.3ft+1ft], NIMASO USB Type C Charger Cord Compatible with Samsung Galaxy S21/S21+/S20+ Ultra Note 20, Pixel 4/3 XL, MacBook iPad Pro/Air 2020 (Red)",Electronics › Computers & Accessories › Computer Accessories & Peripherals › Cables & Accessories › Cables & Interconnects › USB Cables,i need some fast charging usb cables that are grey,['fast charging'],['grey'],1
B09M3LNF8P,garden,home office chairs,"HSJWOSA Save Space -Ergonomic Home Office Chair, revolving Office Computer Chair, mid-Back mesh Work Chair Rustic (Color : Black)",Home & Kitchen › Furniture › Home Office Furniture › Home Office Chairs › Home Office Desk Chairs,i am looking for easy clean and lumbar support home office chair,"['easy clean', 'lumbar support']",[],1
B08L5SZWW5,beauty,hair coloring products,"100% Organic USDA Henna Powder For Hair Dye - Natural Hair Color, Best For Hair, Soft Shiny & Healthy Hair, No Chemical or Additive, Including application gloves & hair cap - LA GREEN 100g… (Pure Henna)",Beauty & Personal Care › Hair Care › Hair Coloring Products › Hennas,i am looking for a light brown color hair dye,['hair dye'],['light brown'],1
B019WW2FBS,garden,vanities,"Sea Gull Lighting 4124601-962 Alturas Wall/Bath Sconce Vanity Style Fixture, One - Light, Brushed Nickel",Tools & Home Improvement › Lighting & Ceiling Fans › Wall Lights › Wall Lamps & Sconces,i'm looking for a chrome wall light fixture with a brushed nickle finished,"['brushed nickel', 'nickel finish']",['chrome'],1
